route,pair,k,total_n,fixed_z,q,c_val,tau2,pooled_z,se_z,pooled_r,ci_low,ci_high,i2
paper_a_full10_theory_target,ANX-ATT,6,2091,0.36650794194659597,261.1101577375571,1718.7361312108055,0.14901074870470898,0.3998117154192319,0.15915507447820912,0.37978784714106395,0.08764233076038082,0.6117765818737594,98.08509939125942
paper_a_full10_theory_target,ANX-BI,3,1161,0.08038599748133615,42.68803502473345,764.8315972222222,0.05319868474642991,0.08790652894624645,0.13641015715224666,0.08768079241535555,-0.17755540449186305,0.34104132431708395,95.31484642279459
paper_a_full10_theory_target,ANX-EE,3,1112,0.22713915428920267,78.50899316490876,727.0190389845875,0.10523657437055196,0.26180115761007516,0.1897552797291791,0.2559794430896574,-0.10967622868281529,0.5606094389771719,97.45252114519036
paper_a_full10_theory_target,ANX-FC,2,750,0.5555264951796496,20.97733342913921,371.8682795698925,0.053721531323524675,0.558536089181203,0.16794435114024464,0.5068904636661453,0.22542586002896564,0.7102593357957419,95.23294987240409
paper_a_full10_theory_target,ANX-PE,4,1594,0.38911063419526465,147.20629652898793,1174.826801517067,0.12274685625385183,0.38623183676659567,0.17702874545503033,0.36810718934694625,0.039235343935803885,0.6250241571359408,97.96204369599826
paper_a_full10_theory_target,ANX-SE,2,864,0.629494218118036,271.58395990223164,423.1724941724941,0.6394176455900177,0.5637149573151884,0.5664718130426069,0.5107285742690101,-0.4979449323746912,0.9320785264365578,99.63178974179478
paper_a_full10_theory_target,ANX-SI,3,1127,0.3201484788003877,61.67645964288233,729.0894454382826,0.0818506700601167,0.2824037274108899,0.16797031531448084,0.2751283224227303,-0.04678391318894498,0.5452703498405534,96.75727171828547
paper_a_full10_theory_target,ANX-UB,2,632,0.301694330846476,109.25246840512315,304.36102236421726,0.3556712602824075,0.23195598046767404,0.42364844037884447,0.22788358144423912,-0.535906473782186,0.7865451942535944,99.08468887284828
paper_a_full10_theory_target,ATT-BI,30,13749,0.7931078396260417,1358.4739960828958,13084.744271176514,0.10160488952095938,0.817424573073772,0.05894844779912778,0.6736656815446668,0.605563288027754,0.7319726015029248,97.86525173955333
paper_a_full10_theory_target,ATT-EE,26,12138,0.5442827662800247,737.2601656978883,11470.008623548922,0.06209761379216023,0.5524669376248986,0.04988729955103142,0.5023668465297387,0.4257447733911919,0.5718355784979877,96.60906676324564
paper_a_full10_theory_target,ATT-FC,10,5385,0.5136269589916883,226.62130236360858,4627.731092436975,0.047025485711402616,0.5302811596401275,0.070259593040476645,0.4855959811637535,0.37357571415515006,0.5836561280952174,96.0286169454804
paper_a_full10_theory_target,ATT-PE,27,12585,0.63769991375518,1296.2703134631017,11919.044785668586,0.106574841885859,0.6862690619670321,0.06358989820678539,0.5955798323417599,0.509187943909504,0.6700893439817533,97.99424551114353
paper_a_full10_theory_target,ATT-SE,5,2419,0.63177916779426,194.05881238890612,1898.377703826955,0.10011643731685482,0.5869892425758495,0.14303733587563852,0.527726785180136,0.2973737140302659,0.700021364904461,97.93876920570669
paper_a_full10_theory_target,ATT-SI,12,6835,0.4852804764202035,756.4203728383169,6064.560082365054,0.12291417064296249,0.5645175356931795,0.10212719817576688,0.511321561959343,0.3490383066935033,0.6438293176934123,98.54578216095308
paper_a_full10_theory_target,ATT-TRU,2,1514,0.46811367902612205,336.46460665822104,477.01193633952244,0.703262499535122,0.8269878863206301,0.5938672386420508,0.6788553274713,-0.32478924912043083,0.9633838510903581,99.70279191920599
paper_a_full10_theory_target,ATT-UB,13,6672,0.6449886570909503,748.7495514479943,5922.281320669381,0.12440299802656477,0.739068964018804,0.09887838577671647,0.62858232195402,0.4969647748166593,0.7319294586778956,98.39732792135989
paper_a_full10_theory_target,BI-EE,54,31513,0.63052712581945,1637.9197890687974,30210.655034927117,0.05246227820073551,0.6054141990813249,0.03191738839935322,0.5408909834705796,0.49514689608973667,0.5836444696545532,96.7641883104586
paper_a_full10_theory_target,BI-FC,36,25019,0.5957887472642052,1069.4919996704973,23585.70615390791,0.043860972104033974,0.564064385628365,0.03574104662662324,0.5109868103201815,0.45739484543649067,0.5608804642006854,96.72741824989966
paper_a_full10_theory_target,BI-PE,57,32449,0.7670568897615831,4743.627750015763,31161.034140900923,0.1504323549988651,0.7123143026316103,0.05181736649639907,0.6121260206645366,0.5446564202612146,0.6717230922088029,98.81946891806984
paper_a_full10_theory_target,BI-SE,9,4669,0.3841502115319649,278.89136656571117,4068.3209823352004,0.06658554419425887,0.35867208647988413,0.08737274633354153,0.34404383594610005,0.18525739869476412,0.48532197639281427,97.13149958763063
paper_a_full10_theory_target,BI-SI,39,26320,0.6067484827685331,1636.8964361726894,24911.548524978054,0.06418294047716562,0.6136514162916974,0.04127505059907104,0.5466923165600497,0.4874821639365652,0.6008973781574573,97.67853364695144
paper_a_full10_theory_target,BI-TRU,12,12657,0.4678882049277045,709.9825961845058,10613.44616115997,0.06585821283405957,0.6297136358499799,0.07512386476845517,0.557855000073909,0.448220256834747,0.6509562931116312,98.45066624743835
paper_a_full10_theory_target,BI-UB,31,22341,0.6898057197167005,1664.2531772472798,20839.69048903272,0.078420223088598,0.7547745419368405,0.0510081056746578,0.6379887429753964,0.5748915268105165,0.693543064064487,98.19738965139783
paper_a_full10_theory_target,EE-FC,34,23749,0.7093600394118578,1848.2897635401757,22290.904977375565,0.08143634210376954,0.6391727458096412,0.049581590680247034,0.5643360217671388,0.4944949809783923,0.6269364684255954,98.21456566762602
paper_a_full10_theory_target,EE-PE,58,33721,0.6131009953428577,2241.5210452336187,32444.492622291113,0.06733102812440762,0.603621140642942,0.03469615401051681,0.5396212776261181,0.48966279113182326,0.5860481849913788,97.45708387966265
paper_a_full10_theory_target,EE-SE,7,3229,0.46953084010774754,392.8447583796181,2734.4956359102243,0.14146841315065772,0.450620652763189,0.14328732847984707,0.42240904896250353,0.16816483538918475,0.6239600806093518,98.4726791252737
paper_a_full10_theory_target,EE-SI,33,23718,0.45030497198535396,1448.8502777406575,22251.38634150472,0.06367469675801085,0.436500063925477,0.044637159996776456,0.4107391570076774,0.33549836101618385,0.4807727825871289,97.79135218513392
paper_a_full10_theory_target,EE-TRU,10,11675,0.31289640905148364,465.0671153985371,9516.353628166595,0.04792456577576786,0.4955839300715592,0.07047994278540178,0.45863706973898966,0.3429599875770476,0.5606115729603681,98.06479544521494
paper_a_full10_theory_target,EE-UB,30,21740,0.4718191039339736,1008.0991405912142,20227.8384295612,0.04840354761586128,0.5431748229637242,0.04107138363422814,0.4953874261862278,0.4322618272467747,0.5536814089938324,97.1232988073978
paper_a_full10_theory_target,FC-PE,34,23595,0.5234936249607051,1162.0326828586371,22133.744775039373,0.05100956455104099,0.510132737504652,0.03954690835631563,0.47004861510857937,0.40750921805912277,0.5281995210818543,97.16014872156444
paper_a_full10_theory_target,FC-SE,6,3093,0.38909130399674524,257.02484086140606,2486.98081300813,0.10133766997444953,0.3584407006498062,0.1313527249543889,0.34383982213119035,0.10064742945307474,0.5482613559845104,98.05466273872877
