route,pair,k,total_n,fixed_z,q,c_val,tau2,pooled_z,se_z,pooled_r,ci_low,ci_high,i2
paper_a_core7_att_mediation,ATT-BI,60,28665,0.8215004774207123,3586.6648556163486,27788.590135158855,0.12694652152046584,0.804366856751344,0.04654046848787557,0.6664710099333834,0.6126467787772267,0.714141899827215,98.35501775674379
paper_a_core7_att_mediation,ATT-EE,54,25944,0.5971585105535564,2372.794903298367,25072.177177876038,0.09252466935122727,0.6015130973242444,0.04204509812170126,0.5381253783723756,0.47700872560964985,0.5940628617337996,97.76634719139332
paper_a_core7_att_mediation,ATT-FC,26,13646,0.641260762831477,1202.8613468394906,12751.310878537735,0.09237178499208253,0.5723086092124433,0.06042123797732797,0.5170527139317999,0.4250855855105054,0.5984534792561793,97.9216224658239
paper_a_core7_att_mediation,ATT-PE,59,27933,0.7098832531703958,3084.1741998546036,27059.669693039345,0.11183337543225952,0.7111795942347894,0.04412470476462361,0.611415992665751,0.5543886185437972,0.6627287995841841,98.11943177519822
paper_a_core7_att_mediation,ATT-SI,27,14961,0.460889033483243,1513.9187090929474,14041.116532258064,0.105968688862784,0.5673400146426,0.06344803979265297,0.5134030949380058,0.41611304585867204,0.5990718286217974,98.28260263620247
paper_a_core7_att_mediation,ATT-UB,20,11243,0.6830601567549347,1345.1822707383556,10268.371635518197,0.12915214970902533,0.6843593571333432,0.08119469317738404,0.5943461274075015,0.48171704326453296,0.6876589501038037,98.58755200590244
paper_a_core7_att_mediation,BI-EE,143,71206,0.5369880370928839,5682.882666733487,69222.38727976603,0.08004466307034037,0.5572351781740481,0.02410978552467626,0.5059231687487517,0.4699296146232201,0.5402370974603612,97.50126813577833
paper_a_core7_att_mediation,BI-FC,85,48368.5,0.5105489566956011,4310.154318019233,46081.72552402133,0.09170998416316328,0.5020838279702583,0.0333208949605196,0.46375440005324586,0.4109675788781705,0.5134419527465353,98.05111386270265
paper_a_core7_att_mediation,BI-PE,152,74554,0.6063441359410553,6031.992674809365,72591.78537207482,0.08101457547387601,0.6326033690343897,0.023527155519486635,0.5598422328763955,0.5273665886561677,0.5906844135027058,97.49668131013152
paper_a_core7_att_mediation,BI-SI,103,56139,0.45838354186206476,4044.9926500029787,54005.302355364496,0.07301121330748943,0.5097808412596085,0.02712858844293157,0.46977442348365894,0.4273162699239253,0.5101650567951144,97.47836377403739
paper_a_core7_att_mediation,BI-UB,73,41678,0.7241213863029187,3722.3041211413138,39178.770459972504,0.09317046140768236,0.7243999927960264,0.03629886360505616,0.6196273637921866,0.5738566101411469,0.6615392368048947,98.0657142012909
paper_a_core7_att_mediation,EE-FC,77,44955,0.6584373709458967,3524.5036193937644,42572.44826044182,0.08100317835368896,0.6272438924682042,0.03296531805466882,0.5561515027239955,0.5099275599727797,0.5991729502846629,97.84366798258326
paper_a_core7_att_mediation,EE-PE,140,71801,0.6400800155373852,5691.720864986059,69821.1329345344,0.07952779669433886,0.6295532844873286,0.0242694150949229,0.5577445405282954,0.5241068393772176,0.5896447765883198,97.5578563443775
paper_a_core7_att_mediation,EE-SI,84,48047,0.40916473112270946,3078.224583681462,45754.79359765666,0.06546253076824857,0.46204770723558886,0.028479401282387868,0.43175167841014095,0.38526530061342107,0.4760523384910696,97.30364053227285
paper_a_core7_att_mediation,EE-UB,60,36997,0.4785414337133697,1953.1814713536644,34308.980090718964,0.05520949519178699,0.5045878960208496,0.031103258228395086,0.4657176388780175,0.4166451079235574,0.5120838942902688,96.9792873388713
paper_a_core7_att_mediation,FC-PE,76,44168,0.5391745760570364,2135.725977562841,41770.72480655439,0.0493342164184684,0.5327899500563654,0.026145737309578847,0.48751085330038946,0.44747953984301225,0.5255923947637674,96.48831353891264
paper_a_core7_att_mediation,FC-SI,66,41658,0.4346917549899557,3503.0882350800025,39158.30019295707,0.08779973129932668,0.5086625224259318,0.03699351734437915,0.46890244647053886,0.4104524569598935,0.5235151567196666,98.1444943536081
paper_a_core7_att_mediation,FC-UB,48,32323.5,0.551175865277694,2514.254174207596,29404.216379993475,0.08390817637589917,0.5103250594272918,0.04244970601897759,0.4701984307840053,0.4029146897610763,0.5324271506946437,98.13065836850753
paper_a_core7_att_mediation,PE-SI,92,52031,0.45375551288771465,3959.544819319167,49822.23240266641,0.0776469586519798,0.5080893942862104,0.029545098020457034,0.46845521158933767,0.42204777789047965,0.5124139738816971,97.70175603124888
paper_a_core7_att_mediation,PE-UB,63,38214,0.45296192054967566,2669.3974217953382,35579.9686522025,0.07328273521775386,0.5238806158093988,0.03476448900063299,0.4806895250450831,0.42660765588759486,0.5313461502108046,97.67737844152478
paper_a_core7_att_mediation,SI-UB,44,30755,0.40270500203738735,1605.76843452877,27723.145544198804,0.05637053097157608,0.504197495990622,0.0366091977989077,0.4654118582696596,0.40736132644340495,0.5197166892682239,97.32215436078
