route,pair,k,total_n,fixed_z,q,c_val,tau2,pooled_z,se_z,pooled_r,ci_low,ci_high,i2
paper_a_full10_theory_target,ANX-ATT,9,4072,0.5371676012605533,436.9810086945666,3386.982447466007,0.12665581099055045,0.4485121751891762,0.12002023508116808,0.4206752441601207,0.2100967043075332,0.5939530695762629,98.16925682333446
paper_a_full10_theory_target,ANX-BI,17,6922.5,0.1123091380351021,1344.5465316721009,6322.72327730481,0.2101225173717267,0.05794887194285959,0.1119846651419615,0.05788409346365995,-0.16015041987182035,0.27053299317386553,98.81000771463802
paper_a_full10_theory_target,ANX-EE,18,7540.5,-0.014985885231381708,968.4660300786658,6940.794496760836,0.13708315820655698,-0.003140735433682948,0.08819313583502487,-0.003140725106756248,-0.1742042825540033,0.16810684433023834,98.24464674319871
paper_a_full10_theory_target,ANX-FC,12,4552.5,0.045581307417836,960.2789748160578,4104.597808037197,0.23127210489594824,0.09288885493201667,0.13970008926021288,0.0926226149232372,-0.17897475984360564,0.3511027734956908,98.8544995476854
paper_a_full10_theory_target,ANX-PE,18,7422.5,0.13039918340324183,1131.4192103414252,6823.215579833073,0.1633275685492395,0.09986555418723395,0.0961288607878849,0.0995348825748985,-0.08831631665865879,0.28054922691999096,98.49746231594654
paper_a_full10_theory_target,ANX-SE,7,3560,0.27481175543955516,730.2445017877573,2822.753320146934,0.2565737844035404,0.07931119076547499,0.1924203827985064,0.07914531198628551,-0.2893280407415325,0.42719065426055886,99.17835738779122
paper_a_full10_theory_target,ANX-SI,10,3929.5,-0.032304523107600444,506.5051845142056,3476.683420951404,0.14309763768426806,0.0040449110470217485,0.12078384442596064,0.00404488898715783,-0.2285807157765424,0.23623353323153645,98.22311789194576
paper_a_full10_theory_target,ANX-TRU,3,1001.5,-0.08090214756291228,33.98961790272386,628.288161209068,0.05091551914835309,-0.027215593958598825,0.13442085645921847,-0.0272088765224865,-0.28276099931701354,0.23194992702144399,94.11585029957126
paper_a_full10_theory_target,ANX-UB,5,2048,-0.15834961240779444,414.52064250596743,1579.437284800787,0.2599157601612185,-0.07691260021787394,0.22932413137580054,-0.07676129816031209,-0.4826151434898517,0.3562312412761472,99.03502996236371
paper_a_full10_theory_target,ATT-BI,60,28665,0.8215004774207123,3586.6648556163486,27788.590135158855,0.12694652152046584,0.804366856751344,0.04654046848787557,0.6664710099333834,0.6126467787772267,0.714141899827215,98.35501775674379
paper_a_full10_theory_target,ATT-EE,54,25944,0.5971585105535564,2372.794903298367,25072.177177876038,0.09252466935122727,0.6015130973242444,0.04204509812170126,0.5381253783723756,0.47700872560964985,0.5940628617337996,97.76634719139332
paper_a_full10_theory_target,ATT-FC,26,13646,0.641260762831477,1202.8613468394906,12751.310878537735,0.09237178499208253,0.5723086092124433,0.06042123797732797,0.5170527139317999,0.4250855855105054,0.5984534792561793,97.9216224658239
paper_a_full10_theory_target,ATT-PE,59,27933,0.7098832531703958,3084.1741998546036,27059.669693039345,0.11183337543225952,0.7111795942347894,0.04412470476462361,0.611415992665751,0.5543886185437972,0.6627287995841841,98.11943177519822
